記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
244,豪2,1406/3200,0.24170000000000003,0.1291,0.3068,0.08960000000000001,0.10859999999999999,0.49079999999999996,0.396,0.18960000000000002,12.044,6019,5538,2.418,0.0697,0.5539000000000001,0.0951,0.0782,3366,7452,6373,0.8584,0.1416,0.23260000000000003,9.348,0.1099,0.2023,0.0127,0.6934,0.40380000000000005,豪2,2857/3200,5,0.3206,0.105,10518,0.1398,0.44409999999999994,0.1447,0.2905,0.1134,1455,715,740,118,2495,0.4345032685146876,0.4759536615639222,0.08960000000000001
256,傑3,1000/2000,0.19879999999999998,0.1363,0.32030000000000003,0.0684,0.1161,0.36450000000000005,0.2843,0.179,11.898,6548,5409,2.453,0.0898,0.5163,0.1323,0.0998,3008,8034,7372,0.8156,0.1844,0.2495,9.405,0.102,0.2353,0.0325,0.7419,0.49670000000000003,豪1,1928/2800,3,0.3151,0.0731,10312,0.17379999999999998,0.302,0.1448,0.3265,0.1025,1302,737,565,-62,2575,0.4648777665995975,0.466921277665996,0.0684
4546,豪1,1211/2800,0.2713,0.155,0.31489999999999996,0.0808,0.0859,0.6309,0.5422,0.1613,12.094,5650,5949,2.444,0.0779,0.5377000000000001,0.1292,0.0969,3101,7734,6975,0.8195,0.1805,0.221,9.031,0.1017,0.205,0.0063,0.7068000000000001,0.43810000000000004,豪3,2228/3600,8,0.3284,0.1079,10641,0.1344,0.5717,0.1635,0.3,0.08839999999999999,1533,922,610,87,46350,0.3196867305565795,0.5995576852193145,0.0808
262,豪1,1782/2800,0.1991,0.1026,0.33640000000000003,0.1426,0.13720000000000002,0.3714,0.27399999999999997,0.1448,11.926,6841,5704,2.408,0.0382,0.6181,0.11560000000000001,0.08789999999999999,4430,8694,7448,0.9270999999999999,0.0729,0.2211,9.068,0.0955,0.19510000000000002,0.005,0.8945000000000001,0.6481999999999999,豪2,2598/3200,5,0.2967,0.085,10563,0.1631,0.273,0.1023,0.2961,0.15410000000000001,1362,585,776,136,2748,0.4495272727272728,0.4074907081868407,0.1426
145,傑3,1277/2000,0.22820000000000001,0.1698,0.35840000000000005,0.0512,0.1024,0.604,0.3024,0.24600000000000002,12.453,6840,5996,2.448,0.10339999999999999,0.5223,0.1313,0.10339999999999999,3220,8256,7438,0.8240000000000001,0.17600000000000002,0.2318,9.851,0.1313,0.22460000000000002,0.0279,0.7095,0.3994,豪1,1400/2800,5,0.2781,0.08929999999999999,10904,0.19030000000000002,0.336,0.1886,0.2909,0.1091,1561,1018,543,6,1455,0.5630403155127082,0.38548711656441714,0.051199999999999996
512,傑2,892/1400,0.2373,0.1707,0.332,0.1209,0.0907,0.5244,0.35950000000000004,0.1809,12.555,6450,5883,2.520,0.1035,0.5357,0.1257,0.08310000000000001,3253,8127,7365,0.722,0.278,0.18420000000000003,9.783,0.098,0.1968,0.017,0.8264,0.524,豪1,1460/2800,5,0.3002,0.096,10771,0.1332,0.37810000000000005,0.1795,0.31079999999999997,0.0943,1531,1004,527,-49,5191,0.4083781289506953,0.4708495575221239,0.1209
227,傑2,1105/1400,0.24359999999999998,0.1577,0.31829999999999997,0.0958,0.09380000000000001,0.5399,0.2361,0.23739999999999997,12.443,6918,6106,2.436,0.057300000000000004,0.5807,0.1243,0.08529999999999999,3634,7996,6890,0.7458,0.25420000000000004,0.1837,10.109,0.08529999999999999,0.25239999999999996,0.0074,0.8275,0.564,豪1,2046/2800,5,0.2843,0.1073,10106,0.18719999999999998,0.2151,0.1437,0.3489,0.1082,1685,963,722,122,2270,0.5659202791461412,0.3381580049261084,0.0958
365,傑1,249/1200,0.23,0.17059999999999997,0.3373,0.050199999999999995,0.09300000000000001,0.6272,0.41659999999999997,0.21,12.344,6693,6333,2.644,0.1041,0.4993,0.1533,0.1166,2594,7989,8053,0.772,0.228,0.1953,9.548,0.10880000000000001,0.1837,0.0079,0.7234999999999999,0.4233,傑2,1011/1400,5,0.3517,0.1014,10714,0.1887,0.4371,0.179,0.2728,0.0978,1540,1080,459,-108,3634,0.4558826086956521,0.49412382608695643,0.050199999999999995
218,豪2,2199/3200,0.2291,0.1286,0.2998,0.0825,0.11109999999999999,0.4979,0.3015,0.21530000000000002,12.163,6911,5340,2.280,0.050499999999999996,0.5182,0.1349,0.08349999999999999,3188,8295,7311,0.7944,0.20559999999999998,0.1606,10.127,0.1392,0.2273,0.0171,0.7824,0.5803,豪3,2544/3600,5,0.30579999999999996,0.1081,10312,0.22579999999999997,0.3333,0.1422,0.3272,0.10859999999999999,1584,687,897,290,2169,0.48698585770405944,0.4306014840680925,0.0825
554,傑3,1046/2000,0.2248,0.12269999999999999,0.3357,0.1332,0.11939999999999999,0.35609999999999997,0.31829999999999997,0.1656,12.211,6114,5558,2.435,0.0758,0.5326,0.1134,0.0824,3499,8221,6347,0.8684000000000001,0.1316,0.2364,9.072,0.1112,0.1807,0.0021,0.6513,0.4139,豪1,2529/2800,6,0.3514,0.09380000000000001,10449,0.153,0.3593,0.1386,0.335,0.1063,1374,682,692,39,5646,0.3923423487544483,0.47433496441281137,0.1332
440,傑2,297/1400,0.20129999999999998,0.1612,0.33020000000000005,0.1112,0.11359999999999999,0.4415,0.2162,0.2267,12.519,7305,5937,2.609,0.0955,0.5051,0.1389,0.1039,3147,8588,7323,0.7798,0.2202,0.18309999999999998,10.156,0.1204,0.2464,0.018500000000000003,0.7593000000000001,0.4239,傑3,1452/2000,4,0.3177,0.1026,10694,0.1954,0.2229,0.1661,0.2977,0.1057,1471,957,514,-140,4287,0.5688334326875312,0.3197354197714854,0.1112
329,豪1,1291/2800,0.2366,0.16190000000000002,0.3109,0.0571,0.09880000000000001,0.5379999999999999,0.4802,0.18739999999999998,12.118,6053,6062,2.550,0.10640000000000001,0.516,0.1458,0.1106,2762,7703,7280,0.8173,0.1827,0.2051,9.003,0.1058,0.177,0.0048,0.6522,0.37020000000000003,豪1,2254/2800,5,0.2919,0.11109999999999999,11243,0.16879999999999998,0.4879,0.16449999999999998,0.2633,0.09820000000000001,1432,981,451,-145,3330,0.40869991546914614,0.5343899408284023,0.057100000000000005
349,豪1,373/2800,0.226,0.1679,0.3521,0.043899999999999995,0.0949,0.6418,0.3195,0.2634,12.800,7167,5991,2.550,0.08310000000000001,0.4946,0.1441,0.1054,2823,8077,6856,0.7343999999999999,0.2656,0.1989,10.107,0.1075,0.2152,0.0204,0.7021999999999999,0.4581,豪2,1708/3200,5,0.287,0.09820000000000001,10845,0.226,0.33049999999999996,0.17379999999999998,0.2686,0.10640000000000001,1620,1006,614,-13,3531,0.5764497345132744,0.37972433628318586,0.0439
620,豪1,316/2800,0.2003,0.1434,0.3114,0.18510000000000001,0.1183,0.4422,0.2952,0.1697,12.494,7160,5469,2.505,0.0629,0.5,0.13699999999999998,0.1009,2913,8101,7034,0.7889,0.21109999999999998,0.1907,9.981,0.113,0.213,0.0083,0.7537,0.478,豪1,2044/2800,5,0.31670000000000004,0.10210000000000001,10589,0.16210000000000002,0.3165,0.15380000000000002,0.2656,0.1267,1434,784,650,-2,6365,0.4236145781328008,0.3914384423364953,0.18510000000000001
1218,豪3,1406/3600,0.21309999999999998,0.1124,0.3098,0.2024,0.1174,0.4288,0.3074,0.1381,12.384,6523,5528,2.386,0.0493,0.5782,0.11699999999999999,0.09269999999999999,3753,8083,6700,0.8795000000000001,0.12050000000000001,0.2242,9.271,0.0944,0.2094,0.0058,0.7856000000000001,0.5468999999999999,豪3,2742/3600,7,0.3126,0.0932,10474,0.1439,0.34259999999999996,0.1252,0.2932,0.14679999999999999,1390,621,769,142,12496,0.3747039887376819,0.422945471609573,0.2024
125,士3,500/1000,0.1942,0.18469999999999998,0.3457,0.09050000000000001,0.1047,0.542,0.35810000000000003,0.191,12.559,6880,5920,2.696,0.08800000000000001,0.4728,0.17149999999999999,0.13390000000000002,2697,8367,6376,0.7615000000000001,0.23850000000000002,0.20079999999999998,10.312,0.11720000000000001,0.1858,0.0209,0.7656999999999999,0.5146000000000001,傑1,1143/1200,4,0.3628,0.0821,10845,0.1775,0.37229999999999996,0.192,0.24109999999999998,0.1161,1336,1093,243,-313,1251,0.4650092687950566,0.4445824407826982,0.09050000000000001
392,傑2,511/1400,0.2546,0.1607,0.314,0.1207,0.09449999999999999,0.5556,0.5035000000000001,0.1307,12.143,5562,6149,2.566,0.08929999999999999,0.5296,0.1434,0.1166,2866,7513,6967,0.8184,0.1816,0.1893,9.063,0.1128,0.17329999999999998,0.0019,0.7017,0.3901,傑3,1509/2000,4,0.3249,0.109,10676,0.1166,0.5132,0.1638,0.3072,0.0953,1416,988,428,-100,4002,0.27187242733699923,0.6075223880597016,0.1207
159,傑3,980/2000,0.2146,0.13570000000000002,0.32939999999999997,0.0861,0.1134,0.44380000000000003,0.20379999999999998,0.23120000000000002,12.378,7028,5988,2.516,0.0943,0.551,0.1074,0.08539999999999999,3441,7992,7882,0.7934,0.2066,0.21760000000000002,9.875,0.135,0.215,0.0055000000000000005,0.843,0.562,傑3,1117/2000,7,0.295,0.09369999999999999,10697,0.18309999999999998,0.1972,0.1313,0.3375,0.11560000000000001,1509,812,696,27,1570,0.5936216216216217,0.3205149114631873,0.0861
244,豪1,2126/2800,0.2184,0.11900000000000001,0.3628,0.0722,0.1257,0.3856,0.2952,0.188,12.474,6609,5590,2.352,0.0738,0.5870000000000001,0.1153,0.0755,3749,7991,6944,0.826,0.174,0.19920000000000002,9.718,0.0964,0.1857,0.0147,0.6576000000000001,0.4293,豪2,1871/3200,6,0.3607,0.0892,11471,0.1821,0.3311,0.1335,0.3124,0.1308,1443,665,778,127,2537,0.5052930402930403,0.42225494505494504,0.0722
166,豪1,1404/2800,0.2229,0.1323,0.3102,0.1604,0.1091,0.4536,0.2133,0.2122,12.249,6715,5324,2.398,0.1024,0.5112,0.11800000000000001,0.08710000000000001,3092,8258,8050,0.7247,0.2753,0.1966,10.032,0.12359999999999999,0.2143,0.011200000000000002,0.7528,0.5281,豪1,1709/2800,4,0.32420000000000004,0.1035,11003,0.1892,0.21170000000000003,0.1313,0.36869999999999997,0.0866,1497,704,792,148,1678,0.4866605652759085,0.3528205921938089,0.1604
229,豪2,902/3200,0.24760000000000001,0.15689999999999998,0.3281,0.0538,0.10619999999999999,0.6275,0.4003,0.2227,12.568,6557,6150,2.445,0.0742,0.5367000000000001,0.11199999999999999,0.0753,3455,8086,6722,0.7375,0.2625,0.19879999999999998,9.724,0.1332,0.2266,0.0116,0.7027,0.4324,豪2,2273/3200,5,0.30219999999999997,0.12789999999999999,10398,0.1589,0.42469999999999997,0.16649999999999998,0.2868,0.1192,1624,965,659,91,2326,0.4827265347334412,0.46367544426494345,0.0538
178,豪1,1082/2800,0.31829999999999997,0.18230000000000002,0.2908,0.050300000000000004,0.06860000000000001,0.8332999999999999,0.6269,0.1543,12.128,5358,6368,2.472,0.0955,0.5519,0.11109999999999999,0.07780000000000001,3539,8348,8043,0.7704000000000001,0.2296,0.20370000000000002,9.113,0.09630000000000001,0.302,0.0111,0.7222,0.5111,豪1,1834/2800,7,0.42950000000000005,0.1625,10224,0.094,0.6583,0.19140000000000001,0.3464,0.07200000000000001,1705,1161,545,106,1750,0.2675405906377631,0.6822436694941878,0.050300000000000004
697,豪1,1272/2800,0.2444,0.1483,0.3293,0.10279999999999999,0.09849999999999999,0.5821000000000001,0.2939,0.2286,12.263,6878,5727,2.399,0.0732,0.5462,0.1229,0.0832,3593,8343,6523,0.7629,0.2371,0.1906,10.119,0.10800000000000001,0.2216,0.018600000000000002,0.7945,0.5233,豪2,2719/3200,6,0.32049999999999995,0.10869999999999999,10678,0.1895,0.311,0.15689999999999998,0.3211,0.11779999999999999,1681,849,831,211,7047,0.5108891980360065,0.3861345744680851,0.10279999999999999
1761,傑2,584/1400,0.2227,0.16620000000000001,0.3295,0.1105,0.1036,0.564,0.2721,0.2254,12.710,6834,6143,2.577,0.1124,0.48350000000000004,0.1383,0.0947,2922,8454,7238,0.7433,0.25670000000000004,0.1805,10.480,0.1281,0.2242,0.008,0.7653,0.4388,豪1,1999/2800,5,0.3155,0.0984,10799,0.18760000000000002,0.2688,0.1642,0.3275,0.0999,1522,1021,501,-104,17797,0.48936192186798383,0.4001470588235294,0.1105
335,豪1,1546/2800,0.2267,0.126,0.35840000000000005,0.11560000000000001,0.11130000000000001,0.42060000000000003,0.3518,0.1537,12.185,6347,6048,2.496,0.0866,0.5613,0.1015,0.0747,3749,8271,7781,0.9195,0.0805,0.251,9.144,0.1284,0.1911,0.0096,0.7797,0.5307,豪1,2763/2800,4,0.3003,0.10550000000000001,10938,0.12380000000000001,0.36920000000000003,0.1322,0.3247,0.09539999999999998,1439,762,677,29,3397,0.38055496250551396,0.5038794000882222,0.11560000000000001
129,傑1,903/1200,0.2302,0.158,0.3235,0.0327,0.091,0.595,0.2483,0.2641,12.395,6894,6384,2.535,0.1008,0.5014,0.10830000000000001,0.08259999999999999,2829,7721,7763,0.7806000000000001,0.2194,0.2422,9.623,0.1168,0.2045,0.005699999999999999,0.6581,0.36469999999999997,傑2,1072/1400,5,0.3295,0.115,10442,0.18100000000000002,0.2667,0.1697,0.3636,0.0667,1587,1009,579,-46,1329,0.575237793223284,0.3921888792354475,0.0327
194,傑3,646/2000,0.21539999999999998,0.11449999999999999,0.3237,0.08449999999999999,0.1155,0.3739,0.3689,0.17329999999999998,12.163,6288,5652,2.464,0.0722,0.5405,0.1201,0.1051,2997,7358,6848,0.8108,0.1892,0.23420000000000002,9.400,0.1051,0.1889,0.018000000000000002,0.7476999999999999,0.4985,豪1,1769/2800,4,0.3056,0.09949999999999999,11205,0.1818,0.45909999999999995,0.1425,0.2807,0.1142,1355,647,708,40,1922,0.43485909935004635,0.48073458681522757,0.08449999999999999
238,傑3,509/2000,0.2238,0.1528,0.33770000000000006,0.046900000000000004,0.102,0.4979,0.37829999999999997,0.2095,12.229,6625,6323,2.559,0.1176,0.5311,0.1142,0.08220000000000001,3352,8175,6721,0.7275,0.2725,0.1984,9.935,0.08220000000000001,0.23399999999999999,0.026099999999999998,0.8697,0.517,傑3,1191/2000,4,0.3358,0.1054,11432,0.1566,0.4093,0.1654,0.2697,0.1032,1482,966,516,-138,2382,0.4971646559428061,0.45588699731903487,0.046900000000000004
604,豪1,1127/2800,0.20559999999999998,0.1356,0.3381,0.13369999999999999,0.1225,0.39649999999999996,0.2275,0.19870000000000002,12.343,7249,5647,2.467,0.08109999999999999,0.5243,0.1243,0.10289999999999999,3646,8828,6762,0.8584,0.1416,0.2132,9.851,0.1177,0.2245,0.0091,0.7826000000000001,0.5351,豪1,2016/2800,5,0.3642,0.0992,10749,0.1821,0.2183,0.1301,0.3249,0.10859999999999999,1490,766,725,66,6115,0.5067043287937744,0.3595075389105059,0.13369999999999999
1665,豪2,965/3200,0.2242,0.11539999999999999,0.34340000000000004,0.1266,0.11460000000000001,0.40759999999999996,0.2468,0.1945,12.114,6709,5668,2.410,0.0559,0.5604,0.12240000000000001,0.09390000000000001,3323,7781,7061,0.7809999999999999,0.21899999999999997,0.2095,9.314,0.08439999999999999,0.2157,0.008,0.7844,0.5239,豪2,3188/3200,5,0.33,0.10289999999999999,10428,0.20620000000000002,0.2796,0.1308,0.3519,0.11460000000000001,1505,654,850,184,16763,0.4861632471008029,0.38737252453166815,0.1266
2154,傑3,1203/2000,0.2305,0.151,0.3165,0.0875,0.09970000000000001,0.4876,0.3184,0.19190000000000002,12.364,6704,5936,2.460,0.0891,0.5372,0.13970000000000002,0.0983,3458,8512,6842,0.7924,0.2076,0.1957,9.824,0.1012,0.2286,0.011899999999999999,0.7653,0.5012,豪2,1984/3200,6,0.33770000000000006,0.0969,10890,0.1776,0.31980000000000003,0.1516,0.3368,0.0932,1545,896,649,41,21521,0.44723939262472884,0.4652369631236442,0.0875
392,傑3,159/2000,0.2484,0.1893,0.3209,0.028999999999999998,0.0867,0.7181000000000001,0.4986,0.17850000000000002,12.312,6163,6420,2.622,0.1276,0.5634,0.1225,0.08789999999999999,3335,7877,7801,0.804,0.196,0.2161,9.424,0.1009,0.19440000000000002,0.0101,0.7277,0.4107,傑3,1274/2000,4,0.3504,0.1085,10092,0.1155,0.5299,0.2011,0.2821,0.0949,1531,1215,316,-174,3889,0.4048586956521739,0.5662442028985507,0.028999999999999998
982,豪2,854/3200,0.2183,0.1624,0.3151,0.09210000000000002,0.0986,0.5802,0.2504,0.23,12.564,7227,5711,2.491,0.09369999999999999,0.505,0.1458,0.10300000000000001,3138,8531,6882,0.7343000000000001,0.2657,0.1796,10.107,0.11470000000000001,0.2262,0.0203,0.7576999999999999,0.47509999999999997,豪2,1600/3200,7,0.3136,0.0946,10647,0.2065,0.2298,0.149,0.3275,0.1073,1577,928,650,20,10048,0.5320659642693542,0.3756573522675218,0.09210000000000002
284,傑3,1292/2000,0.2225,0.1485,0.3261,0.1413,0.105,0.44079999999999997,0.2259,0.2304,12.378,7176,5603,2.444,0.0775,0.5382,0.1394,0.10640000000000001,3324,8332,7069,0.7946,0.2054,0.21289999999999998,9.715,0.09300000000000001,0.2145,0.0045000000000000005,0.7151000000000001,0.4789,豪1,2276/2800,4,0.3259,0.11289999999999999,10249,0.2163,0.2395,0.1575,0.2966,0.10859999999999999,1596,832,764,131,2895,0.5573091235955056,0.30113231460674156,0.1413
276,豪1,2506/2800,0.2018,0.1206,0.2894,0.1558,0.1112,0.4007,0.261,0.1516,12.334,6989,5386,2.475,0.0688,0.5136,0.10369999999999999,0.0765,3676,8767,6171,0.8049,0.19510000000000002,0.2148,9.402,0.10369999999999999,0.20670000000000002,0.0123,0.8987999999999999,0.5753,豪1,2515/2800,4,0.375,0.1108,10880,0.1304,0.2609,0.12050000000000001,0.3544,0.10189999999999999,1410,649,761,60,2671,0.3858362735381566,0.4583666997026759,0.1558
471,豪1,1165/2800,0.231,0.1373,0.3234,0.0885,0.10710000000000001,0.4366,0.2784,0.2187,12.276,6715,5508,2.427,0.0701,0.5219,0.12789999999999999,0.0964,3389,8381,6455,0.7509999999999999,0.249,0.19469999999999998,9.889,0.1097,0.2303,0.0086,0.7309,0.45520000000000005,豪1,2150/2800,5,0.32909999999999995,0.10800000000000001,10497,0.2036,0.2918,0.1439,0.34630000000000005,0.0975,1551,756,795,110,4792,0.49411051948051954,0.4173589610389611,0.0885
258,豪1,2112/2800,0.2126,0.109,0.34049999999999997,0.11470000000000001,0.1139,0.32439999999999997,0.3345,0.14859999999999998,12.233,6437,5519,2.376,0.0504,0.5897,0.1026,0.07440000000000001,3863,8136,7528,0.8718,0.1282,0.21539999999999998,9.332,0.0897,0.187,0.0128,0.8948999999999999,0.5974,豪1,2223/2800,4,0.30870000000000003,0.1085,11062,0.1399,0.3811,0.1241,0.3007,0.115,1368,601,767,123,2625,0.4121797742238945,0.4731145343367827,0.11470000000000001
405,傑3,698/2000,0.2583,0.16879999999999998,0.3224,0.0916,0.08789999999999999,0.6401,0.45049999999999996,0.1883,12.251,6432,6216,2.435,0.1012,0.5307999999999999,0.12689999999999999,0.0833,3229,8107,7370,0.7948999999999999,0.2051,0.2077,9.511,0.109,0.2343,0.0179,0.7820999999999999,0.48969999999999997,豪1,1518/2800,7,0.32130000000000003,0.1192,10321,0.1416,0.5165,0.1935,0.299,0.0943,1662,1049,613,79,4142,0.3869517615176151,0.5214847077042198,0.0916
8387,傑3,992/2000,0.2432,0.132,0.3003,0.1517,0.0989,0.4874,0.5275,0.0911,12.134,5335,5838,2.556,0.0688,0.5405,0.11259999999999999,0.09630000000000001,3108,7454,6855,0.8768,0.1232,0.2323,8.958,0.1151,0.1971,0.011200000000000002,0.6535,0.4081,豪1,2554/2800,6,0.3257,0.10869999999999999,10580,0.07769999999999999,0.5763,0.1442,0.2978,0.09789999999999999,1298,771,527,-59,85618,0.20246525493421053,0.6459272203947367,0.1517
1313,豪1,2133/2800,0.23800000000000002,0.1604,0.3209,0.0302,0.09699999999999999,0.6196,0.3514,0.243,12.362,6691,5931,2.471,0.0883,0.509,0.1258,0.08839999999999999,2980,7946,7072,0.7798999999999999,0.22010000000000002,0.21170000000000003,9.730,0.1133,0.20670000000000002,0.0025,0.7256,0.441,豪3,3439/3600,7,0.31989999999999996,0.1085,10843,0.1906,0.3547,0.16190000000000002,0.30510000000000004,0.1079,1593,951,642,51,13220,0.5196932773109244,0.45047117647058826,0.030200000000000005
404,傑2,271/1400,0.2228,0.1761,0.32659999999999995,0.09480000000000001,0.0949,0.5418999999999999,0.4329,0.1776,12.425,6988,5770,2.542,0.07429999999999999,0.5133,0.158,0.1217,3305,8931,7009,0.8126000000000001,0.18739999999999998,0.1986,9.755,0.10490000000000001,0.218,0.0014000000000000002,0.7384999999999999,0.45030000000000003,傑3,1334/2000,3,0.3651,0.10400000000000001,10798,0.1594,0.4401,0.179,0.2553,0.1027,1557,1016,541,16,4026,0.40916552962298025,0.4960474416517056,0.0948
396,傑1,370/1200,0.2016,0.15259999999999999,0.34090000000000004,0.1003,0.11470000000000001,0.5242,0.1917,0.266,12.683,7537,6265,2.619,0.1313,0.4938,0.1216,0.09210000000000002,3057,8388,7461,0.7901,0.20989999999999998,0.20129999999999998,9.975,0.13390000000000002,0.2481,0.0019,0.7483,0.41409999999999997,傑3,1000/2000,4,0.3115,0.08710000000000001,10500,0.2119,0.19870000000000002,0.15810000000000002,0.2609,0.1304,1519,956,563,-103,3959,0.6515416666666668,0.24808794642857146,0.1003
126,傑3,1000/2000,0.239,0.16570000000000001,0.28,0.11,0.08449999999999999,0.5755,0.3179,0.2032,12.393,6333,5684,2.437,0.0794,0.5529,0.1255,0.098,3342,7907,7025,0.7961,0.2039,0.21960000000000002,9.564,0.10980000000000001,0.1844,0.0078000000000000005,0.8049,0.48950000000000005,傑3,1000/2000,4,0.2695,0.102,10592,0.15380000000000002,0.34130000000000005,0.1779,0.31579999999999997,0.0827,1514,942,572,45,1255,0.47008066945606686,0.420053640167364,0.11
335,傑3,202/2000,0.23370000000000002,0.1671,0.3257,0.0735,0.09359999999999999,0.5316,0.306,0.2281,12.149,6530,5933,2.594,0.0866,0.4987,0.13119999999999998,0.1091,3066,8276,6702,0.8012999999999999,0.19870000000000002,0.2143,9.616,0.11560000000000001,0.21350000000000002,0.0091,0.7,0.3649,傑3,1863/2000,3,0.3724,0.1124,11690,0.1791,0.3085,0.1684,0.33590000000000003,0.0765,1526,991,535,-94,3376,0.48674997860504915,0.4398177150192555,0.0735
244,傑2,700/1400,0.22870000000000001,0.1478,0.3275,0.08539999999999999,0.1008,0.4625,0.3207,0.1936,12.024,6266,6137,2.607,0.061500000000000006,0.5267000000000001,0.14400000000000002,0.12140000000000001,3001,7854,6891,0.8271999999999999,0.1728,0.24280000000000002,8.934,0.0947,0.19920000000000002,0.0040999999999999995,0.7078,0.4547,傑3,1265/2000,4,0.3086,0.09910000000000001,10775,0.1887,0.3369,0.1553,0.3342,0.10310000000000001,1433,907,526,-104,2510,0.4458641014429383,0.4686398775688675,0.08539999999999999
664,豪1,956/2800,0.2152,0.1265,0.3201,0.07200000000000001,0.1268,0.4128,0.3845,0.1663,12.085,6107,5723,2.556,0.0768,0.5452,0.1259,0.1002,3344,7963,6851,0.8271,0.1729,0.2039,9.261,0.1073,0.20489999999999997,0.0044,0.75,0.47340000000000004,豪1,1400/2800,7,0.3642,0.102,10231,0.1655,0.4172,0.1373,0.28350000000000003,0.12890000000000001,1314,724,590,-58,6781,0.4213139405204462,0.5065322955390336,0.07200000000000001
774,豪1,893/2800,0.2361,0.1313,0.3091,0.08410000000000001,0.10460000000000001,0.5054,0.4268,0.17629999999999998,12.210,6100,5659,2.465,0.0581,0.5373,0.127,0.0968,3208,7936,6923,0.8393,0.1607,0.2202,9.204,0.099,0.1909,0.0208,0.7195,0.4404,豪1,2604/2800,10,0.32439999999999997,0.10679999999999999,10397,0.1705,0.4412,0.13570000000000002,0.2848,0.11710000000000001,1440,743,697,94,7906,0.4012113087674713,0.5148354087251165,0.08410000000000001
371,傑3,1800/2000,0.2191,0.1452,0.3653,0.1165,0.1104,0.39280000000000004,0.31989999999999996,0.1934,12.359,6597,5816,2.528,0.0943,0.5213,0.1307,0.09630000000000001,2888,7715,7288,0.7772,0.2228,0.23379999999999998,9.661,0.0949,0.20579999999999998,0.0138,0.7509999999999999,0.45530000000000004,傑3,1800/2000,5,0.3245,0.0977,10694,0.174,0.35350000000000004,0.1604,0.2901,0.1139,1446,845,601,-44,3760,0.4601525330899133,0.42356453674121414,0.1165
264,傑3,1553/2000,0.22640000000000002,0.1521,0.3072,0.0556,0.09880000000000001,0.5768,0.4854,0.1802,12.268,6592,5598,2.443,0.09849999999999999,0.4805,0.16219999999999998,0.115,2694,8143,6500,0.8111,0.1889,0.23,9.455,0.1211,0.22649999999999998,0.026699999999999998,0.6797,0.37579999999999997,傑3,1936/2000,6,0.3333,0.106,10106,0.19219999999999998,0.47200000000000003,0.1479,0.2622,0.1014,1492,851,641,22,2703,0.3824474381625442,0.5621549469964664,0.05559999999999999
192,傑1,583/1200,0.226,0.1718,0.34049999999999997,0.0935,0.0986,0.5329999999999999,0.38270000000000004,0.2087,12.240,6713,6128,2.615,0.125,0.4779,0.12990000000000002,0.0987,2954,8767,7728,0.7818,0.2182,0.1948,10.008,0.1039,0.2663,0.0182,0.7143,0.4182,傑2,1085/1400,5,0.33149999999999996,0.10189999999999999,10895,0.1577,0.4164,0.187,0.2748,0.1161,1517,1053,464,-137,1845,0.4413173893805309,0.46533610619469024,0.0935
191,豪1,921/2800,0.2228,0.1263,0.3251,0.0564,0.12369999999999999,0.4228,0.3325,0.21780000000000002,12.282,6992,6129,2.414,0.0733,0.5058,0.12240000000000001,0.1016,3179,8392,7309,0.7945,0.20550000000000002,0.157,9.815,0.1247,0.23739999999999997,0.0139,0.6628000000000001,0.4111,豪1,2155/2800,5,0.3151,0.1052,11218,0.2112,0.3546,0.1346,0.3011,0.10890000000000001,1558,774,784,66,1988,0.49444901256732504,0.4493525583482944,0.0564
190,豪1,1469/2800,0.2165,0.12689999999999999,0.3547,0.16010000000000002,0.11630000000000001,0.3945,0.2768,0.1728,12.262,6762,5196,2.421,0.0263,0.5463,0.1389,0.09880000000000001,3983,9012,5804,0.8271999999999999,0.1728,0.2006,9.445,0.10189999999999999,0.22030000000000002,0.009300000000000001,0.7778,0.5185,豪1,1469/2800,4,0.4011,0.0797,10924,0.1891,0.2983,0.1368,0.316,0.10400000000000001,1464,660,805,191,1875,0.43603066974595844,0.40401293302540414,0.1601
595,豪1,481/2800,0.2327,0.1421,0.331,0.0653,0.1084,0.5488000000000001,0.3031,0.22010000000000002,12.204,6934,6046,2.417,0.0756,0.5203,0.11109999999999999,0.08410000000000001,3395,8312,6990,0.7859999999999999,0.214,0.2147,9.572,0.1246,0.2511,0.0113,0.7545000000000001,0.4587,豪2,2510/3200,5,0.3218,0.08990000000000001,10434,0.1721,0.3372,0.15810000000000002,0.3397,0.1069,1613,859,754,146,6051,0.49212733132789005,0.4424712935109584,0.0653
